苦瓜（一级）,苦瓜（一级）,南瓜（一级）,,,,,,,,,,,,,,,,,,,,,,
双艺PEVA浴帘(180*180cm)SY.80520,宝中宝蛇胆清凉花露水195ml,神仙居衣帽架(A-93),天利EVA地垫A(60*60cm)4片装,,,,,,,,,,,,,,,,,,,,,
威猛先生洁厕液双包装（柠檬草香）,,,,,,,,,,,,,,,,,,,,,,,,
统一100精炖番茄牛肉面100克,统一100老坛酸菜牛肉味面118克,养乐多活性乳酸菌乳饮品100ml*5支,,,,,,,,,,,,,,,,,,,,,,
依尔布面小折凳(B26-1),,,,,,,,,,,,,,,,,,,,,,,,
五丰上口爱巧克力/香草甜筒70g*6,巨能葱香排骨挂面255g,太平香葱梳打饼干100克,卡夫三层高钙梳打饼干香葱蔬菜味10,巨能香菇鸡味挂面255g,坛坛香精致剁辣椒425克,宏继小酥饼咸味500克,喜之郎什锦果肉果冻200克,喜之郎葡萄&苹果果肉果冻200克,喜之郎黄桃＆蜜桃果肉果冻200克,,,,,,,,,,,,,,,
丘比沙拉酱香甜味200克,,,,,,,,,,,,,,,,,,,,,,,,
青岛啤酒纯生8度罐装330ml,,,,,,,,,,,,,,,,,,,,,,,,
小白菜（一级）,兰州包心菜（一级）,小葱（一级）,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
奥丽颜郁金香水感丝滑沐浴露1L,奥妙超效洗衣皂含芦荟精华206克*2,舒肤佳纯白清香型香皂125克,农夫山泉饮用天然水1.5L,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,半片鸭,半片鸭,今麦郎手打拉面200克,今麦郎手打鸡蛋面200克,,,,,,,,,,,,,,,,,,,,
恒顺镇江香醋500ml,统一ALKAQUA饮用天然矿泉水360ml,塑料购物袋(大),舜吉鲜汁三黄鸡400g,可佳荣达海苔凤凰卷144克,淘大芝麻油250ml,椰乡春光椰香脆饼105克,苏菲超薄随心翻超熟睡410夜用卫生,妈妈乐妇婴两用垫10片,心相印茶语抽取式面巾纸150抽*3(DT,云楼龙眼萝卜头200g,,,,,,,,,,,,,,
花蛤,,,,,,,,,,,,,,,,,,,,,,,,
双塔龙口绿豆粉丝200g,食上川府豆干散装,佳宝九制陈皮45克,佳宝九制工坊九制酱芒果65克,芬达橙汁汽水2.3L,安琪马来西亚风味杏仁酥30克,安琪马来西亚风味松籽酥30克,安琪马来西亚风味花生酥30克,尚麦葵仁小酥238g,帮宝适超薄干爽系列中包装初生型40,安琪马来西亚风味腰果酥30克,圣茗香鹌鹑蛋45克,喜多多什锦椰果567克,,,,,,,,,,,,
飘柔滋润去屑润发精华素750毫升,麦香堡夹心豆沙面包40克,护舒宝超值干爽贴身日用卫生巾20片,皎洁全效细丝软毛牙刷特惠装,护舒宝瞬洁贴身量多日用/夜用卫生,,,,,,,,,,,,,,,,,,,,
亲友阿胶枣228g,果然多CC卷玉露蜜桃味19克,果然多CC卷清新苹果卷19克,果然多CC卷甜蜜瓜19克,启航餐具QH-1378,塑料购物袋(大),,,,,,,,,,,,,,,,,,,
三江购物营养蛋面500g,可扬亚达汤料(海鲜味)48g,清凉粥料(散),塑料购物袋(大),光明酸奶980g,光明e+益生菌酸牛奶原味190g,伊利纯牛奶1L,顶汁味菊花冰糖400g,凯旋溜溜话梅40克,忆江南黄山贡菊25克,顶味面の伴侣香辣牛肉酱120克,日盈无蔗糖减盐苏打饼干鲜葱味180g,思朗纤麸无添糖消化饼干168克,唯新猪肉酥130克,,,,,,,,,,,
半片鸭,,,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),三江购物大豆油1.8L,翰丰丝苗米(籼米),,,,,,,,,,,,,,,,,,,,,,
康师傅矿物质水550ml,,,,,,,,,,,,,,,,,,,,,,,,
雪碧汽水2.3L,芬达橙汁汽水2.3L,,,,,,,,,,,,,,,,,,,,,,,
络华弹力棉男童平脚裤2条7399(9-11,蓝怡雪女内裤2367(L),乐事法国脆香鸡翅味薯片45g,乐事得克萨斯烧烤味薯片45g,百事可乐2L+美年达橙味汽水2L搭扣,,,,,,,,,,,,,,,,,,,,
绿豆,福海堂山楂(散),乡下妹学生去皮榨菜丝82g,,,,,,,,,,,,,,,,,,,,,,
康师傅矿物质水550ml,,,,,,,,,,,,,,,,,,,,,,,,
三和麻油红方腐乳500克,,,,,,,,,,,,,,,,,,,,,,,,
单晶冰糖(散),康师傅矿物质水550ml,兰州包心菜（一级）,兰州包心菜（一级）,金海鸥电动钓鱼00198,琪悦男童帽M-150,绿盛儿童营养牛肉松12克,绿盛儿童营养牛肉酥12克,森和园雪丽糍巧克力味棉花糖100克,冷酸灵清凉薄荷防菌抗敏牙膏110g,,,,,,,,,,,,,,,
康师傅3+2苏打夹心饼干蓝莓味125克,,,,,,,,,,,,,,,,,,,,,,,,
可口可乐汽水2.3L,,,,,,,,,,,,,,,,,,,,,,,,
百合（一级）,单晶冰糖(散),,,,,,,,,,,,,,,,,,,,,,,
黄芩修护牙膏（黄瓜香型）180克,,,,,,,,,,,,,,,,,,,,,,,,
云楼榨菜笋丝200g,云楼八宝菜200g,云楼甜酸荞头200g,云楼美味大头菜200g,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
大葱（一级）,中汇东北大米15kg,,,,,,,,,,,,,,,,,,,,,,,
立白生姜洗洁精2千克,立白生姜洗洁精1.5千克,,,,,,,,,,,,,,,,,,,,,,,
雀巢1+2咖啡盒装13g*42,美汁源果粒橙橙汁饮料420ml,,,,,,,,,,,,,,,,,,,,,,,
莲子(一级),八宝粥料(散),绿豆,,,,,,,,,,,,,,,,,,,,,,
L麦奇哈男运动短裤202,蓝怡雪男内裤9092(XL),L卡8度男圆领短袖针织衫1236,,,,,,,,,,,,,,,,,,,,,,
康师傅冰红茶柠檬口味茶饮品2L,益民料酒350ml,海带结,日本南瓜（一级）,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,,
雪碧清爽柠檬味汽水500ml,,,,,,,,,,,,,,,,,,,,,,,,
强生婴儿洗发沐浴露300ml,,,,,,,,,,,,,,,,,,,,,,,,
散装苏微快乐锅巴日式牛排味,,,,,,,,,,,,,,,,,,,,,,,,
小葱（一级）,,,,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,小红豆,七喜冰爽柠檬味汽水330ml*6,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
芬达橙汁汽水2.3L,好丽友好多鱼烧烤味33克,金必氏愉快动物饼紫菜味饼干50克,塑料购物袋(大),好丽友好多鱼鲜香海苔味33克,明治欣欣杯朱古力+香蕉50克,明治欣欣杯草莓酸奶味饼干条50克,明治欣欣杯草莓味50克,明治欣欣杯朱古力味50克,,,,,,,,,,,,,,,,
蒙牛纯牛奶250ML,蒙牛早餐奶（核桃）250ml,百事可乐2L+七喜2L搭扣装,统一鲜橙多2L+冰红茶柠檬味2L搭扣,乐美汇食品级茶杯(S-TC14)735ml,塑料购物袋(大),,,,,,,,,,,,,,,,,,,
中号充气卡通玩具8691,,,,,,,,,,,,,,,,,,,,,,,,
太子乐铁锌钙奶粉900g,,,,,,,,,,,,,,,,,,,,,,,,
康师傅矿物质水550ml,,,,,,,,,,,,,,,,,,,,,,,,
冬瓜（一级）,兰州包心菜（一级）,带鱼200-300,对虾,,,,,,,,,,,,,,,,,,,,,
芬达橙味汽水500ml,好丽友好多鱼鲜香海苔味33克,康师傅橙汁饮品450ml,上好佳烤肉味田园薯片50克,乐事清新清爽黄瓜味薯片45g,塑料购物袋(大),,,,,,,,,,,,,,,,,,,
索芙特汉方玫瑰香薰香浴露1kg,绿箭粒装口香糖64克,唯新特级肉松135克,弘生新华手提小号拉圾桶XH-560,,,,,,,,,,,,,,,,,,,,,
塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,,,,
光明酸奶1.5kg,,,,,,,,,,,,,,,,,,,,,,,,
引发美味雪菜500克,五丰刀切馒头450g,,,,,,,,,,,,,,,,,,,,,,,
如意水磨精制年糕300g,,,,,,,,,,,,,,,,,,,,,,,,
香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,,
鸭边腿,,,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),安安青瓜增白洗面奶200克,佳倍玉兰面375克*2,,,,,,,,,,,,,,,,,,,,,,
乐惠排骨紫菜汤72克,加碘精制盐400克,雕牌超效洗洁精1.5千克,冷酸灵儿童防蛀牙膏50g,,,,,,,,,,,,,,,,,,,,,
带鱼200-300,,,,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,,,,,,,,,,,,,,,,,,,,,,,,
康师傅雪菜大汤黄鱼面101克*5包,康师傅红烧牛肉面大食袋124克*5包,康师傅番茄笋干排骨面104克*5包,康师傅酸菜牛肉桶面122克,三全麦香早点奶香馒头1.36kg,塑料购物袋(大),,,,,,,,,,,,,,,,,,,
奥妙超效洗衣皂含芦荟精华206克*2,舒肤佳纯白清香型香皂115g*3,,,,,,,,,,,,,,,,,,,,,,,
小白菜（一级）,湾仔码头荠菜猪肉水饺800g,带豆（一级）,良厨御点手工猪肉芹菜水饺700g,,,,,,,,,,,,,,,,,,,,,
红富士80#（一级）,,,,,,,,,,,,,,,,,,,,,,,,
榄菊蚊香大盘装（高级型）310g,逸婷舒爽顺滑去屑洗发露400g,三江购物有芯三层平纹卷纸10卷装,,,,,,,,,,,,,,,,,,,,,,
塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,,,,
蒙牛酸酸乳蓝莓味乳饮料250ml,,,,,,,,,,,,,,,,,,,,,,,,
潘婷乳液修复洗发露400ml,金龙鱼第二代调和油5L,,,,,,,,,,,,,,,,,,,,,,,
海蜇丝,,,,,,,,,,,,,,,,,,,,,,,,
光明酸奶原味经济装100g*8,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,,,
维纳斯牛头牌高效去油洗洁精2kg,彩虹原果味果汁糖45克,,,,,,,,,,,,,,,,,,,,,,,
伊利冰工厂冰片蜜桃棒冰80g,,,,,,,,,,,,,,,,,,,,,,,,
亲友红糖450g,赤豆,,,,,,,,,,,,,,,,,,,,,,,
逸婷舒爽顺滑去屑洗发露400g,六神冰凉超爽沐浴露450ml,六神喷雾花露水80ml,可口可乐汽水500ml,酷儿橙汁饮料450ml,,,,,,,,,,,,,,,,,,,,
干海带,,,,,,,,,,,,,,,,,,,,,,,,
红富士80#（一级）,,,,,,,,,,,,,,,,,,,,,,,,
雕牌超效洗洁精1.5千克,美则胜研磨丝细牙刷204型4支装,应源搪瓷防锈铁锅1008-32cm,,,,,,,,,,,,,,,,,,,,,,
兰州包心菜（一级）,单晶冰糖(散),冷酸灵井盐爽白双重抗过敏牙膏110g,,,,,,,,,,,,,,,,,,,,,,
光明莫斯利安酸牛奶钻石原味190g*1,鸭爪,金标金华腊肉240g,红味斋香蒜汁200ml,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
酷儿橙汁饮料1.5L两联装,康师傅甜酥鲜果蓝莓夹心饼干80克,花蛤,塑料购物袋(大),乐事清新清爽黄瓜味薯片45g,海天黄豆酱800g,,,,,,,,,,,,,,,,,,,
旺旺仙贝105克,塑料购物袋(大),乐事意大利香浓红烩味薯片45g,阿里山生炒王原味香瓜子120g,大好大水煮花生香辣牛肉味150克,金丝猴馋嘴猴上汤鸡汁味豆干30g,圣茗香鹌鹑蛋45克,,,,,,,,,,,,,,,,,,
可口可乐汽水2.3L,雪碧汽水2.3L,榄菊蚊香大盘装（高级型）310g,蓝怡雪小平脚男裤9101(L),莲虹男士平脚短裤553(XXL),蓝怡雪无托竹炭纤维文胸31761(40),动心一族迷尔山楂160克,,,,,,,,,,,,,,,,,,
盼盼番茄味薯片(家庭装)138克,,,,,,,,,,,,,,,,,,,,,,,,
佳倍波纹面600克(黄),生姜（一级）,塑料购物袋(大),鸭边腿,宫川儿童全鲜鸡蛋蝴蝶面150g,三江购物精制拉面350g*2,"东海男汗布三角裤110""""""""""""",大好大奶油瓜子袋装80克,奥妙净蓝全效无磷洗衣粉500克,,,,,,,,,,,,,,,,
恒顺镇江香醋500ml,加碘精制盐400克,小葱（一级）,国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,
清风抽取式面纸经济装200抽*2层*3,妈咪宝贝XL超薄瞬吸男婴纸尿裤36片,太太乐99度晶体味精1kg,乌江三榨微辣榨菜80克,佳倍波纹面600克(黄),力士白皙焕采靓肤沐浴乳1L,丰之味梅菜笋丝(清香味)80克,心相印优选通用清洁湿巾独立装10片,高露洁360健康健洁薄荷牙膏200克,仙客来金针菇80克,爱得利初生宝宝专用奶嘴B20,益民料酒350ml,维达手部卫生湿巾VW1009(10片),乌江涪陵原味榨菜片80g,塑料购物袋(大),山黄鸡蛋,,,,,,,,,
海天黄豆酱800g,太太乐99度晶体味精1kg,云楼肖山萝卜200g,云楼精什锦200g,,,,,,,,,,,,,,,,,,,,,
咸亨辣味腐乳300克,小红豆,绿豆,红皮花生米（一级）,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),五丰刀切馒头450g,,,,,,,,,,,,,,,,,,,,,,,
L卡里卡女中裤089,,,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),白砂糖(散),可口可乐汽水500ml,,,,,,,,,,,,,,,,,,,,,,
小青英杰男士磨砂洁面膏120g,箭牌绿箭分享包薄荷口香糖45克,阿迪达斯男士控油平衡霜50ml,,,,,,,,,,,,,,,,,,,,,,
汰渍全效炫白360°洁雅百合无磷洗,舒肤佳纯白清香型香皂125克,飘柔人参滋养洗发露750ml,维纳斯多效金银花花露水195ml,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
蒙牛真果粒牛奶饮品(草莓果粒)250m,,,,,,,,,,,,,,,,,,,,,,,,
娃哈哈营养快线牛奶果昔饮品菠萝味,1315唯尔福婴儿尿片小号22片,,,,,,,,,,,,,,,,,,,,,,,
绿都公子夹脚男凉拖鞋8956(41#),塑料购物袋(大),雅耐尔牛皮中跟女凉拖鞋2162(39#),,,,,,,,,,,,,,,,,,,,,,
韭菜（一级）,半片鸭,,,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,,,,,,,,,,,,,,,,,,,,,,,,
今麦郎手打拉面200克,,,,,,,,,,,,,,,,,,,,,,,,
双汇午餐火腿500g,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
可口可乐汽水2.3L,,,,,,,,,,,,,,,,,,,,,,,,
鸡小腿(单冻),鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
白木耳(一级),,,,,,,,,,,,,,,,,,,,,,,,
香软粳米(散装),小青逸婷丝质柔滑去屑洗发露1kg,白砂糖(散),生姜（一级）,绿豆,金龙鱼第二代调和油5L,,,,,,,,,,,,,,,,,,,
小王子香雪饼84克,传味奶油威化饼400克,舜吉鸭脖子100克,鲜一族鹌鹑蛋五香味100克,味聚特烧烤藕片80克,老李五香蛋45克,圣茗香原味鹌鹑蛋22g,乡巴佬红喜蛋35g,塑料购物袋(大),,,,,,,,,,,,,,,,
市升多油咸鸭蛋42g,香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,
康师傅香辣牛肉面102克*5包,兰州包心菜（一级）,,,,,,,,,,,,,,,,,,,,,,,
欧诗漫速染王15克*2,,,,,,,,,,,,,,,,,,,,,,,,
云楼榨菜条158g,云楼学生榨菜丝168g,康师傅香辣牛肉面102克*5包,,,,,,,,,,,,,,,,,,,,,,
蓝月亮Q厕宝50g*4,乐事乐开脆番茄味膨化食品48g,好丽友呀!土豆薯条(番茄酱味)40克,乐事乐开脆海苔味膨化食品48g,MTA（2+1）妙洁神奇抹布,百事可乐可乐型汽水六罐装330ml*6,忆江南八宝茶120g,东洋之花护手霜1+1(90克),,,,,,,,,,,,,,,,,
良厨小圆子250g,味千猪骨汤拉面305g,良厨御点手工猪肉芹菜水饺700g,双汇甜玉米香肠250g,三全面点坊香菇素菜包360g,五丰奶黄包510g,白砂糖(散),,,,,,,,,,,,,,,,,,
小狮王儿童牙膏(草莓)40克,绿盛儿童营养牛肉松12克,卡夫奥利奥巧克棒奶白巧克力味64克,日盈素食红枣韧性饼干250g,黑人茶倍健龙井绿茶牙膏140g*2支送,香哆哆蒜香青豆88克,,,,,,,,,,,,,,,,,,,
雷达蚊香(檀香香型)9克*20盘,塑料购物袋(大),可口可乐汽水2.3L,石源麦饭石矿泉水330ML,清风原木纯品抽取式面纸(BR38MC)20,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,光明牌酸奶490g,卡夫TUC闲趣清咸自然原味韧性饼干1,,,,,,,,,,,,,,,,,,,,,,
东方天鹰32S精漂男背心98060A(105),,,,,,,,,,,,,,,,,,,,,,,,
美汁源果粒奶优饮料清新草莓味450m,井尚美洁身妙浴祛死皮焕肤沐浴露32,塑料购物袋(大),维纳斯玫瑰香薰嫩肤沐浴露1L,枪手杀蟑气雾剂（无味）600ml,百事可乐2.5L,,,,,,,,,,,,,,,,,,,
康师傅大食袋红烧牛肉面124克,亲友阿胶枣228g,良厨宁波水磨汤圆(黑芝麻馅)500g,,,,,,,,,,,,,,,,,,,,,,
红富士80#（一级）,娇爽无感体验超薄透气无香卫生护垫,安尔乐干爽迷你卫生巾10片(LJC9310,,,,,,,,,,,,,,,,,,,,,,
一级丰水梨,塑料购物袋(大),蒙牛酸酸乳(AD钙)乳饮料250ml,蒙牛高钙低脂牛奶250ml,伊利高钙低脂奶250ML,舒肤佳纯白清香型香皂125克,香约果味奶茶哈密瓜味72克,友益佳阿胶枣252g,三珍斋泡鸡爪115克,立白椰油精华清新茉莉增白皂226克,强生美肌天生嫩白沐浴乳200克,,,,,,,,,,,,,,
散装东北长粒香米(三江购物),丝柔大自然清爽湿巾1*9片,安尔乐少女私护柔湿巾10片(LSS001),强生婴儿护肤柔湿巾轻便装10片,豪丰欧式盆758(36cm),,,,,,,,,,,,,,,,,,,,
帮宝适超薄干爽系列中包装初生型40,,,,,,,,,,,,,,,,,,,,,,,,
小白菜（一级）,兰州包心菜（一级）,黑茄（一级）,鲜鸡蛋,双塔龙口绿豆粉丝200g,,,,,,,,,,,,,,,,,,,,
麦香堡夹心豆沙面包40克,香哆哆香辣花生烤鸡味100克,香哆哆香辣花生原味100克,塑料购物袋(大),绿盛百卤坊五香凤爪30g,绿盛百卤坊泡椒凤爪30g,旺旺小小酥鸡肉味30克,统一卤肉拌面卤香牛肉味110克,统一老坛酸菜牛肉风味酱拌面122克,市升多油咸鸭蛋42g,,,,,,,,,,,,,,,
公牛连接线GN-J4（2米）,,,,,,,,,,,,,,,,,,,,,,,,
三全面点坊小刺猬豆沙包375g,,,,,,,,,,,,,,,,,,,,,,,,
富泰2B考试专用橡皮(2入)ER-FT136D,伊利QQ星儿童成长牛奶均衡型190ml,散装东北大米(三江购物),,,,,,,,,,,,,,,,,,,,,,
荷兰青瓜（一级）,古越龙山陈年烧酒42度2.5L,,,,,,,,,,,,,,,,,,,,,,,
奥妙全自动高浓度洗衣液3千克,川南爽口下饭菜330克,塑料购物袋(大),益民料酒350ml,双汇香辣烤肠210g,伊康美宝妇炎洁植物本草洗液380ml,,,,,,,,,,,,,,,,,,,
老州山生虾皮,蒙牛特仑苏有机奶250ml*12,,,,,,,,,,,,,,,,,,,,,,,
上好佳草莓味粟米条40g,老李五香干70克,婆婆嘴石磨豆干泡椒风味90克,湘里美味五香味豆干80克,维纳斯牛头牌高效去油洗洁精2kg,,,,,,,,,,,,,,,,,,,,
乐美汇食品级低圆保鲜盒(S-R02)680,,,,,,,,,,,,,,,,,,,,,,,,
双汇王中王优级鸡肉肠袋装252g,康师傅酸菜牛肉面随心杯56克,备得福余姚榨菜(组合装)180克,日清开杯乐麻辣牛肉面83g,,,,,,,,,,,,,,,,,,,,,
光明酸牛奶(红枣味)480g,康师傅酸菜牛肉面随心杯56克,双汇润口香甜王玉米风味香肠350克,司丹尔蛋酥卷香葱口味90克,萨啦咪啃德佬小鸡腿(烤)袋装28克,双汇Q趣儿香肠(香辣风味)85g,塑料购物袋(大),,,,,,,,,,,,,,,,,,
"希尔5""""""""圆碗614805""""",飘柔滋润去屑洗发露200ml,塑料购物袋(大),龙士达小号清新冷水壶L-310,三江购物芸香木筷SJ-40876(5双装),六神宝宝(汉草)舒痱沐浴露200ml,洁丽雅提花童巾6828-1(50*25cm),双灯半无捻提花毛巾T3009-1(72cm*3,双灯提缎半无捻割绒童巾3022-1,,,,,,,,,,,,,,,,
西葫芦（一级）,尖椒（一级）,,,,,,,,,,,,,,,,,,,,,,,
雪碧清爽柠檬味汽水500ml,好舒爽加长护垫HD820(20片),唯尔福亲肤型超薄卫生护垫5321（25,蒙牛妙妙果蔬乳味饮品(草莓味)125m,,,,,,,,,,,,,,,,,,,,,
今麦郎葱香排骨面109克五连包,均瑶味动力发酵型乳酸菌饮品原味10,双汇王中王优级火腿肠袋装300g(10,,,,,,,,,,,,,,,,,,,,,,
香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,,
香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,,
干海带,嘎啦(一级),奥妙超效洗衣皂含芦荟精华206克*2,良厨小圆子250g,,,,,,,,,,,,,,,,,,,,,
香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,,
散装佳迪法式软面包香奶味,,,,,,,,,,,,,,,,,,,,,,,,
百事可乐2.5L,良厨小圆子250g,塑料购物袋(大),盼盼番茄味薯片(家庭装)138克,南阳之星时尚系列双层抽取面纸200,统一小浣熊意大利红烩干脆面46g,统一小浣熊干脆面烧烤味46克,城隍潭孝感米酒300g,青蛙适齿型牙刷买二送一323,,,,,,,,,,,,,,,,
am8:00普通浴花SX-1212YHI,神仙居按摩锤66-04,塑料购物袋(大),光明酸牛奶(红枣味)100g*8,雪洁儿童牙刷818,am8:00超柔浴花B-0043,冷酸灵儿童防蛀牙膏50g,云蕾防水浴帽,,,,,,,,,,,,,,,,,
荷兰乳牛多维营养奶粉400克,,,,,,,,,,,,,,,,,,,,,,,,
塞翁福精选一级品雪花银耳130g,三全麦香早点奶香馒头1.36kg,,,,,,,,,,,,,,,,,,,,,,,
麦香堡夹心豆沙面包40克,盼盼番茄味薯片(家庭装)138克,,,,,,,,,,,,,,,,,,,,,,,
立白健康柔护皂粉1.6kg,P潘婷丝质顺滑洗发露,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,雪碧1.25L+美汁源果粒橙1.25L两联,,,,,,,,,,,,,,,,,,,,,,,
高露洁冰爽劲白防蛀牙膏(闪炫薄荷),,,,,,,,,,,,,,,,,,,,,,,,
蒙牛内蒙古老酸奶(原味)140g,,,,,,,,,,,,,,,,,,,,,,,,
雪碧清爽柠檬味汽水330ml,,,,,,,,,,,,,,,,,,,,,,,,
泥咸蛋(个),散装东北长粒香米(三江购物),三全麦香早点奶香馒头1.36kg,椰树天然椰子汁利乐包1L,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,兰州包心菜（一级）,,,,,,,,,,,,,,,,,,,,,,,
藕（三级）,,,,,,,,,,,,,,,,,,,,,,,,
可比克香辣薯片60克,真想您二条男红满福全棉平脚裤JF59,喜之郎什锦果肉果冻200克,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
蜡笔小新果肉果冻200克,,,,,,,,,,,,,,,,,,,,,,,,
奥妙超效洗衣皂含芦荟精华206克*2,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
盼盼番茄味薯片(家庭装)138克,苏菲超薄体贴棉柔日用卫生巾10片,苏菲柔棉纤巧日用卫生巾34片,光明牌酸奶490g,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
光明e+益生菌酸牛奶(原味)125g,,,,,,,,,,,,,,,,,,,,,,,,
优冠纯正牛奶味软香饼64克,蜡笔小新C果吧果味型可吸果冻480克,旺旺QQ糖荔枝70克,旺旺QQ糖桔子味70克,旺旺QQ糖葡萄味70克,舒肤佳纯白清香型香皂125克,智神迷你山楂片120克,,,,,,,,,,,,,,,,,,
